@relation mozilla4-weka.filters.unsupervised.attribute.Remove-R1

@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
0,442274,0,21,0
0,1787363,0,7,0
0,1838958,0,75,0
0,238917,1,27,0
238917,1795557,0,36,1
0,1284370,0,71,0
0,1735741,0,114,0
0,1795555,0,18,0
0,1795555,0,111,0
0,2612,1,34,0
2612,223311,0,38,1
0,252562,0,214,0
0,528614,1,302,0
528614,933845,0,297,1
933845,1061129,1,297,1
1061129,1312810,1,297,1
1312810,1561154,0,297,1
0,87,1,72,0
87,33163,0,72,1
33163,33413,1,72,1
33413,44950,1,72,1
44950,173015,1,72,1
173015,236503,1,72,1
236503,265784,1,83,1
265784,930865,0,84,1
0,267892,1,12,0
267892,433445,0,13,1
0,85678,0,41,0
0,5402,1,188,0
5402,10831,1,189,1
10831,25308,1,190,1
25308,63514,1,199,1
63514,276392,0,201,1
276392,726992,1,93,1
726992,1189830,0,71,1
1189830,1266071,0,71,1
1266071,1568795,1,56,1
1568795,1817139,0,56,1
0,202122,1,183,0
202122,1422928,0,183,1
0,56060,0,25,0
56060,100459,1,31,0
100459,348803,0,31,1
0,95020,1,2240,0
95020,149827,1,2254,1
149827,207815,1,2187,1
207815,322581,1,2146,1
322581,335292,1,2179,1
335292,347095,1,2154,1
347095,463768,1,2098,1
463768,628487,1,1992,1
628487,865980,1,2035,1
865980,960081,1,2048,1
960081,1379654,0,2057,1
0,610503,1,5,0
610503,1281221,1,5,1
1281221,1713710,0,5,1
0,1423059,0,53,0
0,344336,0,84,0
0,1755156,0,13,0
0,59495,1,203,0
59495,207353,1,211,1
207353,1470314,1,250,1
1470314,1814650,0,244,1
0,471,1,951,0
471,376622,0,955,1
376622,415878,1,1028,1
415878,1916578,0,1029,1
0,35384,1,15,0
35384,35793,1,1369,1
35793,36717,1,1369,1
36717,50270,1,1369,1
50270,66332,1,1369,1
66332,84683,1,1367,1
84683,167923,0,1367,1
167923,246102,1,1375,1
246102,251641,1,725,1
251641,274573,1,726,1
274573,305167,1,726,1
305167,345352,1,720,1
345352,470313,1,719,1
470313,541854,1,719,1
541854,556971,1,725,1
556971,667724,1,750,1
667724,701641,1,753,1
701641,773490,1,753,1
773490,792496,1,753,1
792496,821932,0,753,1
0,563,1,1377,0
563,5325,1,1369,1
5325,11128,1,1369,1
11128,48670,0,1369,1
0,84685,1,5,0
84685,470319,1,5,1
470319,671562,1,5,1
671562,700829,0,5,1
0,48671,0,5,0
0,1410,0,65,0
1410,212979,1,65,0
212979,535164,1,65,1
535164,564600,0,65,1
0,888138,1,558,0
888138,921517,1,604,1
921517,1232742,0,677,1
0,743530,1,249,0
743530,749847,1,249,1
749847,755897,1,157,1
755897,1209944,0,157,1
0,646021,1,249,0
646021,749893,1,249,1
749893,755886,1,157,1
755886,1109527,1,157,1
1109527,1341566,1,157,1
1341566,1495160,1,157,1
1495160,1566702,1,157,1
1566702,1846781,0,155,1
0,19347,1,2740,0
19347,19349,0,2769,1
19349,28699,1,2769,1
28699,42288,1,2777,1
42288,61831,0,2653,1
61831,69448,1,2663,1
69448,133864,1,2667,1
133864,344650,1,2753,1
344650,743527,1,2733,1
743527,746017,1,2673,1
746017,755894,1,2677,1
755894,757924,1,2686,1
757924,761657,1,2686,1
761657,763696,0,2722,1
763696,763721,1,2719,1
763721,766795,1,2716,1
766795,773806,1,2716,1
773806,788167,1,2712,1
788167,789536,1,2720,1
789536,794072,1,2720,1
794072,889213,1,2720,1
889213,894762,1,2709,1
894762,897970,1,2709,1
897970,914601,0,2705,1
914601,942048,1,2709,1
942048,958263,1,2710,1
958263,999801,1,2710,1
999801,1019912,1,2711,1
1019912,1024769,0,2699,1
1024769,1024782,1,2699,1
1024782,1069317,1,2698,1
1069317,1145122,1,2695,1
1145122,1160694,1,2696,1
1160694,1179505,1,2692,1
1179505,1209928,0,2693,1
0,19395,0,2740,0
19395,28345,1,2769,0
28345,42333,1,2777,1
42333,61876,0,2653,1
61876,69469,1,2663,1
69469,133908,1,2667,1
133908,344648,1,2753,1
344648,646017,1,2733,1
646017,654486,1,2680,1
654486,700821,0,2676,1
700821,706116,1,2676,1
706116,707948,1,2675,1
707948,726314,0,2675,1
726314,726487,1,2676,1
726487,727673,1,2676,1
727673,728703,1,2677,1
728703,729216,1,2670,1
729216,729275,0,2672,1
729275,729617,1,2672,1
729617,746262,0,2673,1
746262,755876,1,2677,1
755876,757963,1,2686,1
757963,761869,1,2686,1
761869,763735,0,2722,1
763735,763760,1,2719,1
763760,766834,1,2716,1
766834,773845,1,2716,1
773845,788197,1,2712,1
788197,789576,1,2720,1
789576,793997,1,2720,1
793997,889149,1,2720,1
889149,894803,1,2709,1
894803,898011,1,2709,1
898011,914642,0,2705,1
914642,942032,1,2709,1
942032,958304,1,2710,1
958304,999842,1,2710,1
999842,1019953,1,2711,1
1019953,1024824,1,2699,1
1024824,1069359,1,2698,1
1069359,1109509,1,2695,1
1109509,1145164,1,2695,1
1145164,1160736,1,2696,1
1160736,1179547,1,2692,1
1179547,1223036,0,2693,1
1223036,1228220,1,2681,1
1228220,1229155,1,2687,1
1229155,1233176,0,2688,1
1233176,1247599,1,2689,1
1247599,1269315,0,2686,1
1269315,1353042,1,2686,1
1353042,1409203,1,2691,1
1409203,1421748,1,2688,1
1421748,1494096,1,2689,1
1494096,1495137,1,2676,1
1495137,1522474,1,2676,1
1522474,1531929,1,2684,1
1531929,1566679,1,2684,1
1566679,1580350,1,2684,1
1580350,1592019,1,2682,1
1592019,1701134,1,2683,1
1701134,1709886,1,2683,1
1709886,1714270,1,2683,1
1714270,1721755,1,2685,1
1721755,1721761,1,2685,1
1721761,1721770,0,2685,1
1721770,1722405,1,2685,1
1722405,1723662,1,2686,1
1723662,1805151,1,2686,1
1805151,1817338,1,2684,1
1817338,1822389,1,2684,1
1822389,1822581,0,2601,1
1822581,1823560,1,2600,1
1823560,1846749,0,2599,1
0,13612,0,25,0
0,24462,0,58,0
0,10282,0,54,0
0,1647634,0,59,0
0,24462,0,138,0
0,24462,0,73,0
0,24463,0,52,0
0,349746,1,52,0
349746,383496,1,85,1
383496,769318,0,97,1
0,419573,0,58,0
0,419573,0,16,0
0,726275,0,96,0
726275,727652,1,96,0
727652,729178,1,96,1
729178,743530,1,96,1
743530,1024782,0,96,1
1024782,1024795,1,96,1
1024795,1209943,0,96,1
0,646021,1,96,0
646021,726319,0,96,1
726319,727678,1,96,1
727678,729221,1,96,1
729221,1024839,1,96,1
1024839,1109524,1,96,1
1109524,1228236,1,96,1
1228236,1247615,1,97,1
1247615,1495156,1,95,1
1495156,1822415,1,95,1
1822415,1846776,0,93,1
0,135669,1,738,0
135669,145486,1,732,1
145486,243338,0,717,1
243338,266427,1,733,1
266427,833281,1,743,1
833281,857757,1,763,1
857757,859650,1,763,1
859650,1624163,1,763,1
1624163,1695730,1,832,1
1695730,1920612,0,824,1
0,5492,1,824,0
5492,24461,0,845,1
0,13612,0,12,0
0,24462,0,12,0
0,1370386,0,67,0
0,10282,0,12,0
0,75473,1,83,0
75473,1799066,0,20,1
0,24462,0,19,0
0,1695734,1,67,0
1695734,1920755,0,72,1
0,18845,0,75,0
0,1908669,0,20,0
0,1908669,0,884,0
0,1908669,0,20,0
0,1908669,0,20,0
0,5492,1,10,0
5492,24461,0,17,1
0,18845,0,38,0
0,1518055,0,390,0
0,37241,0,680,0
37241,197021,1,702,0
197021,594841,1,729,1
594841,1237989,1,749,1
1237989,1920614,0,800,1
0,5492,1,801,0
5492,24461,0,801,1
0,1370386,0,141,0
0,35678,0,122,0
35678,1920616,0,126,0
0,5492,1,126,0
5492,24461,0,126,1
0,37241,0,219,0
37241,1920755,0,255,0
0,18845,0,254,0
0,116809,1,1610,0
116809,124231,1,1402,1
124231,127319,1,1403,1
127319,168468,0,1402,1
168468,347156,1,1415,1
347156,375561,0,1481,1
375561,376967,0,1479,1
376967,807150,0,1497,1
807150,1412256,0,1555,1
1412256,1847853,0,1567,1
0,122187,1,774,0
122187,1622887,0,774,1
0,102218,0,206,0
102218,655509,1,265,0
655509,1108173,1,218,1
1108173,1138914,0,218,1
1138914,1574511,0,225,1
0,934359,1,61,0
934359,1136108,1,64,1
1136108,1431451,0,64,1
0,34,1,61,0
34,4617,1,61,1
4617,68253,1,61,1
68253,161002,1,61,1
161002,296560,0,61,1
0,81864,0,117,0
81864,238133,1,104,0
238133,887092,0,119,1
0,36848,1,94,0
36848,404173,1,93,1
404173,841983,0,105,1
0,490420,1,52,0
490420,1059709,0,45,1
0,31570,0,472,0
0,40393,0,11,0
0,131551,1,15,0
131551,171944,0,15,1
0,220892,1,30,0
220892,361996,1,182,1
361996,622540,1,182,1
622540,679523,1,175,1
679523,754090,1,174,1
754090,761592,1,174,1
761592,794482,0,181,1
0,157697,0,326,0
0,933000,0,8,0
0,289442,0,487,0
289442,424666,1,449,0
424666,933000,0,499,1
933000,975845,1,657,1
975845,1173611,1,693,1
1173611,1316226,1,708,1
1316226,1330067,1,889,1
1330067,1456965,1,885,1
1456965,1799897,0,892,1
0,836840,1,36,0
836840,1118928,1,37,1
1118928,1119636,1,35,1
1119636,1632602,0,35,1
0,1575301,0,159,0
0,16624,0,135,0
0,1629971,0,28,0
0,16624,0,16,0
0,142752,1,89,0
142752,769298,0,89,1
0,191946,0,71,0
0,191946,0,83,0
0,720618,0,184,0
0,936114,0,26,0
936114,1784373,0,26,0
0,433446,0,9,0
0,190090,0,27,0
190090,347250,1,27,0
347250,1038349,0,27,1
0,132790,0,10,0
0,244945,1,249,0
244945,509773,0,249,1
509773,630578,1,36,1
630578,982199,0,36,1
0,244945,1,21,0
244945,345411,0,21,1
0,1349837,0,30,0
0,497155,0,32,0
497155,1482468,0,56,0
1482468,1556865,0,57,0
0,497155,0,37,0
497155,1556865,0,37,0
0,497155,0,48,0
497155,575944,1,48,0
575944,1556864,0,49,1
0,1726874,0,375,0
0,605035,1,504,0
605035,1885587,0,504,1
0,14730,0,59,0
0,1031652,0,154,0
0,415626,1,788,0
415626,695542,1,714,1
695542,766295,0,733,1
0,817505,1,151,0
817505,1338416,0,159,1
1338416,1580797,1,164,1
1580797,1641377,1,164,1
1641377,1717381,1,164,1
1717381,1965725,0,164,1
0,544891,0,117,0
0,433446,0,9,0
0,362691,1,56,0
362691,795180,0,56,1
0,33,1,49,0
33,275722,1,48,1
275722,368482,0,40,1
368482,809408,1,40,1
809408,1919298,0,36,1
0,1470573,0,39,0
0,809669,0,44,0
0,282491,0,44,0
0,809669,0,30,0
0,282491,0,30,0
0,750999,1,23,0
750999,1822004,0,22,1
0,419840,1,927,0
419840,438629,1,908,1
438629,848138,1,964,1
848138,1403885,1,970,1
1403885,1536354,0,1046,1
0,82768,1,926,0
82768,101491,1,926,1
101491,291022,0,926,1
0,1113251,0,156,0
0,276980,0,244,0
276980,1374361,0,242,0
0,1047406,0,182,0
0,631984,0,31,0
0,1116515,0,25,0
0,18723,1,25,0
18723,208254,0,25,1
0,11841,0,482,0
11841,768359,0,51,0
768359,1147325,1,54,0
1147325,1270395,1,54,1
1270395,1395668,0,54,1
0,572186,0,233,0
0,466726,0,12,0
0,9923,1,913,0
9923,175421,0,851,1
175421,546870,1,1085,1
546870,697623,1,1084,1
697623,704934,1,1082,1
704934,760266,1,1079,1
760266,828928,1,1061,1
828928,1112573,1,1062,1
1112573,1427804,1,1250,1
1427804,1563159,1,1245,1
1563159,1671660,0,1212,1
0,70081,1,1604,0
70081,91427,1,1597,1
91427,192216,1,1119,1
192216,202139,1,1118,1
202139,287213,1,1063,1
287213,889839,1,1069,1
889839,897150,1,1065,1
897150,912153,1,1100,1
912153,952481,1,1094,1
952481,1021143,1,1076,1
1021143,1042891,0,1079,1
1042891,1093026,1,1087,1
1093026,1210563,1,1073,1
1210563,1436071,1,1077,1
1436071,1597879,0,1114,1
1597879,1863873,0,1117,1
0,13964,1,694,0
13964,141243,1,694,1
141243,144652,0,368,1
144652,183221,1,369,1
183221,189530,0,471,1
0,280110,1,491,0
280110,282003,1,498,1
282003,410198,1,498,1
410198,444519,1,496,1
444519,450543,1,284,1
450543,519205,1,282,1
519205,610670,1,282,1
610670,708626,1,284,1
708626,916889,1,288,1
916889,934133,1,306,1
934133,1095941,0,354,1
1095941,1320300,1,356,1
1320300,1350428,1,361,1
1350428,1361934,0,362,1
0,9923,1,1013,0
9923,40057,1,973,1
40057,151954,1,981,1
151954,560736,1,995,1
560736,697622,1,985,1
697622,704933,1,983,1
704933,760265,1,981,1
760265,828927,1,967,1
828927,970002,1,966,1
970002,1295550,1,952,1
1295550,1317908,1,966,1
1317908,1349032,1,952,1
1349032,1356136,1,967,1
1356136,1405662,0,983,1
1405662,1519188,1,977,1
1519188,1671655,0,962,1
0,9923,1,1521,0
9923,40057,1,1481,1
40057,135987,0,1493,1
135987,483519,0,1466,1
483519,697622,1,1394,1
697622,704933,1,1388,1
704933,760265,1,1374,1
760265,828927,1,1349,1
828927,1405666,0,1349,1
1405666,1671660,0,1350,1
0,9923,1,1017,0
9923,90919,1,950,1
90919,150946,1,1016,1
150946,297300,1,986,1
297300,548415,1,896,1
548415,591827,0,898,1
591827,614576,0,898,1
614576,649181,1,925,1
649181,697619,1,900,1
697619,704930,1,922,1
704930,760262,1,920,1
760262,828924,1,906,1
828924,1405663,0,907,1
1405663,1643847,1,900,1
1643847,1671657,0,901,1
0,72514,1,930,0
72514,192216,1,932,1
192216,202139,1,932,1
202139,231276,1,870,1
231276,231281,1,850,1
231281,231552,1,913,1
231552,232364,1,850,1
232364,501935,1,913,1
501935,634045,1,922,1
634045,889836,1,855,1
889836,897147,1,853,1
897147,912150,1,853,1
912150,912274,0,845,1
912274,1021141,1,845,1
1021141,1063389,0,845,1
1063389,1112705,1,890,1
1112705,1597879,0,909,1
1597879,1739768,0,892,1
1739768,1863872,0,892,1
0,15007,1,1308,0
15007,24930,1,1308,1
24930,1054686,0,1222,1
0,365989,0,137,0
365989,631983,0,136,0
0,9923,1,1691,0
9923,40057,1,1628,1
40057,166591,1,1706,1
166591,300896,1,1706,1
300896,341098,1,1705,1
341098,697622,1,1703,1
697622,704933,1,1695,1
704933,760265,1,1686,1
760265,828927,1,1642,1
828927,1018371,1,1642,1
1018371,1405665,0,1642,1
1405665,1468897,1,1660,1
1468897,1671658,0,1660,1
0,192217,1,1573,0
192217,202140,1,1572,1
202140,221988,1,1509,1
221988,288595,1,1495,1
288595,889839,1,1506,1
889839,897150,1,1500,1
897150,912153,1,1496,1
912153,952481,1,1488,1
952481,1021143,1,1464,1
1021143,1162339,1,1467,1
1162339,1210587,1,1467,1
1210587,1597881,0,1471,1
1597881,1863875,0,1464,1
0,701537,0,5,0
0,9923,1,184,0
9923,309722,1,151,1
309722,719938,1,158,1
719938,828929,1,135,1
828929,920493,1,135,1
920493,970124,1,163,1
970124,1671661,0,142,1
0,1338416,0,13,0
1338416,1717382,1,13,0
1717382,1802692,0,13,1
0,1642511,0,72,0
0,1253737,0,7,0
0,567087,1,151,0
567087,1854705,0,134,1
0,90853,1,62,0
90853,201625,0,62,1
0,500,0,32,0
500,1780,1,32,0
1780,646694,0,32,1
0,65133,1,549,0
65133,74873,1,551,1
74873,106034,0,551,1
106034,191435,1,552,1
191435,362876,1,558,1
362876,402824,1,570,1
402824,422428,1,539,1
422428,441335,0,296,1
441335,526274,0,303,1
526274,563865,1,322,1
563865,578199,1,328,1
578199,641458,1,328,1
641458,1038500,1,328,1
1038500,1046736,0,371,1
1046736,1046741,0,381,1
1046741,1369790,1,371,1
1369790,1379082,1,412,1
1379082,1394612,1,496,1
1394612,1433731,1,537,1
1433731,1459645,1,572,1
1459645,1542971,1,549,1
1542971,1563709,1,581,1
1563709,1637411,1,522,1
1637411,1673073,1,533,1
1673073,1673100,1,577,1
1673100,1744764,1,577,1
1744764,1928029,0,598,1
0,15914,1,9,0
15914,141857,1,7,1
141857,483316,1,7,1
483316,1385520,1,8,1
1385520,1491693,0,9,1
0,1525088,0,6,0
0,1505610,0,6,0
0,998,1,79,0
998,34638,1,76,1
34638,34705,1,124,1
34705,50256,1,124,1
50256,51924,1,128,1
51924,58957,1,153,1
58957,87787,1,229,1
87787,91202,1,236,1
91202,97717,1,243,1
97717,130736,1,244,1
130736,231589,1,244,1
231589,280273,1,243,1
280273,888586,0,243,1
0,91760,1,92,0
91760,130741,1,92,1
130741,888592,0,92,1
0,989437,0,45,0
0,1558,1,81,0
1558,16910,0,269,1
16910,20966,0,279,1
20966,40078,1,336,1
40078,718481,1,336,1
718481,1022058,1,734,1
1022058,1062292,0,732,1
0,9253,0,62,0
9253,15980,0,66,0
15980,18863,1,66,0
18863,857054,0,67,1
0,1183001,1,153,0
1183001,1450159,0,127,1
0,1839093,0,279,0
0,163197,0,17,0
0,1338416,0,145,0
1338416,1679462,1,150,0
1679462,1717382,1,142,1
1717382,1802528,1,142,1
1802528,1802689,0,267,1
0,322108,1,936,0
322108,454433,1,938,1
454433,465042,1,938,1
465042,810518,1,938,1
810518,913129,1,895,1
913129,919652,0,845,1
0,322108,1,936,0
322108,454433,1,938,1
454433,465042,1,938,1
465042,810518,1,938,1
810518,914909,1,895,1
914909,1079508,1,853,1
1079508,1181849,1,886,1
1181849,1183860,1,904,1
1183860,1212672,0,913,1
1212672,1269735,1,957,1
1269735,1868943,0,946,1
0,656271,0,102,0
0,656271,0,68,0
0,20337,0,184,0
20337,676608,0,183,0
0,393141,0,731,0
393141,999265,0,33,0
999265,1001578,1,337,0
1001578,1007840,1,344,1
1007840,1208995,1,344,1
1208995,1338412,0,392,1
1338412,1717378,1,392,1
1717378,1860212,1,392,1
1860212,1965721,0,400,1
0,393141,0,33,0
393141,475147,0,753,0
0,1338416,0,118,0
1338416,1717382,1,66,0
1717382,1965726,0,66,1
0,475147,0,16,0
0,393141,0,118,0
393141,1208998,1,16,0
1208998,1338415,0,66,1
1338415,1717381,1,66,1
1717381,1965725,0,66,1
0,393141,0,16,0
393141,475147,0,116,0
0,999266,0,400,0
999266,1010143,1,240,0
1010143,1338415,0,10,1
1338415,1717381,1,10,1
1717381,1965725,0,10,1
0,475147,0,80,0
0,999266,0,187,0
999266,1001579,1,102,0
1001579,1007841,1,102,1
1007841,1338414,0,102,1
1338414,1717380,1,102,1
1717380,1860214,1,102,1
1860214,1965723,0,119,1
0,475147,0,21,0
0,999266,0,180,0
999266,1001579,1,89,0
1001579,1007841,1,93,1
1007841,1338414,0,93,1
1338414,1717380,1,93,1
1717380,1965724,0,93,1
0,475147,0,16,0
0,1338416,0,146,0
1338416,1717382,1,79,0
1717382,1724710,1,79,1
1724710,1965725,0,81,1
0,475147,0,14,0
0,999266,0,178,0
999266,1001579,1,98,0
1001579,1007841,1,98,1
1007841,1338414,0,98,1
1338414,1717380,1,98,1
1717380,1724708,1,98,1
1724708,1860214,1,100,1
1860214,1965723,0,117,1
0,475147,0,20,0
0,393141,0,381,0
393141,999265,0,13,0
999265,1001578,1,196,0
1001578,1007840,1,196,1
1007840,1338413,0,196,1
1338413,1717379,1,195,1
1717379,1965723,0,195,1
0,393141,0,13,0
393141,475147,0,379,0
0,393141,0,481,0
393141,999265,0,29,0
999265,1001578,1,234,0
1001578,1007840,1,238,1
1007840,1208995,1,238,1
1208995,1338412,0,238,1
1338412,1717378,1,238,1
1717378,1965722,0,238,1
0,393141,0,29,0
393141,475147,0,479,0
0,1208998,1,44,0
1208998,1338415,0,27,1
1338415,1717381,1,27,1
1717381,1965725,0,27,1
0,475147,0,10,0
0,46318,1,71,0
46318,103469,1,71,1
103469,351813,0,71,1
0,393141,0,206,0
393141,999265,0,26,0
999265,1001578,1,123,0
1001578,1007840,1,123,1
1007840,1208995,1,123,1
1208995,1338412,0,123,1
1338412,1717378,1,123,1
1717378,1965722,0,123,1
0,393141,0,22,0
393141,475147,0,222,0
0,999266,0,174,0
999266,1001579,1,93,0
1001579,1007841,1,93,1
1007841,1338414,0,93,1
1338414,1560584,1,93,1
1560584,1717379,1,95,1
1717379,1965723,0,95,1
0,475147,0,14,0
0,1338416,0,229,0
1338416,1717382,1,124,0
1717382,1965726,0,124,1
0,475147,0,21,0
0,7063,1,10,0
7063,40561,0,10,1
0,999266,0,128,0
999266,1338416,0,70,0
1338416,1717382,1,70,0
1717382,1965726,0,70,1
0,475147,0,16,0
0,1208998,1,3532,0
1208998,1338415,0,2220,1
1338415,1379317,1,2218,1
1379317,1445656,1,2218,1
1445656,1458644,1,2218,1
1458644,1468475,1,2224,1
1468475,1478652,1,2222,1
1478652,1560582,1,2231,1
1560582,1681555,1,2251,1
1681555,1713324,1,2251,1
1713324,1717376,1,2251,1
1717376,1724704,1,2251,1
1724704,1860210,1,2269,1
1860210,1965719,0,2290,1
0,475147,0,110,0
0,393141,0,230,0
393141,999265,0,18,0
999265,1208997,1,119,0
1208997,1338414,0,119,1
1338414,1717380,1,119,1
1717380,1965724,0,119,1
0,393141,0,18,0
393141,475147,0,228,0
0,393141,0,163,0
393141,1208998,1,15,0
1208998,1338415,0,88,1
1338415,1717381,1,88,1
1717381,1724709,1,88,1
1724709,1965724,0,90,1
0,393141,0,15,0
393141,475147,0,161,0
0,393141,0,91,0
393141,999265,0,13,0
999265,1338415,0,52,0
1338415,1717381,1,52,0
1717381,1965725,0,52,1
0,393141,0,13,0
393141,475147,0,91,0
0,393141,0,194,0
393141,999265,0,18,0
999265,1001578,1,102,0
1001578,1007840,1,102,1
1007840,1338413,0,102,1
1338413,1717379,1,102,1
1717379,1965723,0,102,1
0,393141,0,18,0
393141,475147,0,192,0
0,7063,1,9,0
7063,40561,0,9,1
0,1338416,0,77,0
1338416,1717382,1,44,0
1717382,1965726,0,44,1
0,475147,0,13,0
0,999266,0,154,0
999266,1001579,1,82,0
1001579,1007841,1,82,1
1007841,1338414,0,82,1
1338414,1717380,1,82,1
1717380,1965724,0,82,1
0,475147,0,16,0
0,6873,0,1807,0
6873,36109,0,1807,0
36109,57766,1,1798,0
57766,64838,1,1798,1
64838,69308,0,1798,1
69308,69480,0,1804,1
69480,81215,1,1806,1
81215,107400,0,1806,1
107400,114316,1,1803,1
114316,138436,0,1799,1
138436,282363,1,1799,1
282363,282418,1,2153,1
282418,282485,1,2153,1
282485,289823,1,2153,1
289823,385831,1,2162,1
385831,443670,1,2162,1
443670,478156,1,2162,1
478156,593613,1,2236,1
593613,593698,1,2312,1
593698,594066,1,2246,1
594066,600674,1,2236,1
600674,634172,0,2347,1
0,6873,0,506,0
6873,282369,1,506,0
282369,328687,1,994,1
328687,385838,1,1017,1
385838,443675,1,1017,1
443675,443812,1,1022,1
443812,593620,1,1022,1
593620,594074,1,1226,1
594074,600682,1,1022,1
600682,634180,0,1224,1
0,628060,0,162,0
0,62126,0,58,0
0,910402,0,78,0
0,62126,0,13,0
0,62126,0,151,0
0,501355,0,42,0
0,62126,0,42,0
0,62126,0,37,0
0,62126,0,158,0
0,62126,0,158,0
0,62126,0,69,0
0,62126,0,36,0
0,62126,0,28,0
0,1047406,0,38,0
0,631984,0,103,0
0,62126,0,58,0
0,62126,0,66,0
0,62126,0,37,0
0,62126,0,68,0
0,62126,0,51,0
0,1047406,0,37,0
0,631984,0,68,0
0,62126,0,39,0
0,62126,0,48,0
0,62126,0,42,0
0,424568,0,73,0
0,1338416,0,73,0
1338416,1717382,1,77,0
1717382,1965726,0,77,1
0,475147,0,73,0
0,424568,0,67,0
0,1338416,0,67,0
1338416,1717382,1,71,0
1717382,1965726,0,71,1
0,475147,0,67,0
0,424568,0,742,0
0,1338416,0,13,0
1338416,1717382,1,274,0
1717382,1965726,0,274,1
0,475147,0,13,0
0,424568,0,76,0
0,1338416,0,76,0
1338416,1717382,1,81,0
1717382,1965726,0,81,1
0,475147,0,76,0
0,424568,0,64,0
0,1338416,0,64,0
1338416,1717382,1,68,0
1717382,1965726,0,68,1
0,475147,0,64,0
0,7267,0,442,0
7267,25959,0,493,0
25959,27295,0,492,0
27295,30828,0,455,0
30828,87281,1,460,0
87281,126669,0,504,1
126669,262274,0,504,1
262274,1814540,0,504,1
0,138345,1,105,0
138345,169848,1,165,1
169848,320958,1,231,1
320958,442272,0,247,1
0,1813844,0,18,0
0,1783712,0,75,0
0,754700,1,113,0
754700,956744,1,165,1
956744,1422928,0,188,1
0,433446,0,12,0
0,631682,1,33,0
631682,1302400,1,32,1
1302400,1734889,0,32,1
0,153456,1,26,0
153456,396959,0,26,1
396959,824174,1,26,1
824174,1256663,0,26,1
0,379483,0,39,0
0,209099,1,37,0
209099,222583,0,787,1
222583,691496,1,38,1
691496,1833972,0,38,1
0,209099,1,825,0
209099,222583,0,37,1
222583,691496,1,802,1
691496,781480,0,802,1
0,292561,1,2228,0
292561,362741,0,2323,1
362741,370338,1,2323,1
370338,482543,1,2322,1
482543,512809,1,2329,1
512809,523107,1,2343,1
523107,564358,0,2309,1
564358,570747,1,2185,1
570747,629316,1,2187,1
629316,658520,0,2338,1
658520,658542,0,2334,1
658542,658553,0,2335,1
658553,692708,1,2334,1
692708,1146889,1,2335,1
1146889,1210789,1,2313,1
1210789,1374634,1,2311,1
1374634,1460476,0,2339,1
1460476,1461522,1,2339,1
1461522,1466060,1,2334,1
1466060,1499601,0,2354,1
1499601,1549490,1,2355,1
1549490,1614221,1,2365,1
1614221,1744001,1,2448,1
1744001,1771118,1,2461,1
1771118,1781523,1,2476,1
1781523,1912258,1,2485,1
1912258,1925444,0,2496,1
0,433446,0,10,0
0,633906,0,57,0
0,491,1,1017,0
491,34492,1,1017,1
34492,97232,0,1017,1
97232,368363,0,1046,1
368363,423019,0,1060,1
0,433446,0,15,0
0,33025,0,13,0
0,271825,0,418,0
271825,286168,1,420,0
286168,320500,1,510,1
320500,479282,1,501,1
479282,764511,1,475,1
764511,961152,0,456,1
961152,1048928,1,445,1
1048928,1066041,1,431,1
1066041,1082267,1,421,1
1082267,1134474,1,416,1
1134474,1136693,1,421,1
1136693,1165881,0,422,1
1165881,1389138,1,431,1
1389138,1459983,1,425,1
1459983,1494365,1,417,1
1494365,1781300,0,452,1
1781300,1822688,0,428,1
0,5703,0,423,0
5703,1051087,0,397,0
0,651051,0,538,0
0,60464,0,12,0
0,1029323,1,179,0
1029323,1798583,0,194,1
0,754627,1,7,0
754627,1425345,1,25,1
1425345,1857834,0,25,1
0,1505400,0,1,0
0,221247,1,62,0
221247,1726647,0,89,1
0,989437,0,108,0
0,989437,0,674,0
0,48792,0,137,0
0,48792,0,137,0
0,295505,0,109,0
0,23050,1,189,0
23050,202870,1,189,1
202870,1476145,0,187,1
0,272919,0,483,0
0,272919,0,37,0
0,1698316,0,151,0
0,38576,1,569,0
38576,38652,0,687,1
38652,55692,1,569,1
55692,61028,1,691,1
61028,66736,1,706,1
66736,272917,0,684,1
0,1338416,0,62,0
1338416,1537794,1,61,0
1537794,1717381,1,60,1
1717381,1936311,1,60,1
1936311,1965724,0,60,1
0,475147,0,62,0
0,272919,0,76,0
0,64,1,29,0
64,56085,1,31,1
56085,111110,0,31,1
0,32073,1,48,0
32073,143787,1,50,1
143787,236547,0,49,1
236547,677473,1,49,1
677473,1664600,1,50,1
1664600,1683687,1,50,1
1683687,1787362,0,50,1
0,497168,0,52,0
497168,1049985,1,257,0
1049985,1052661,1,257,1
1052661,1209444,1,257,1
1209444,1212626,1,257,1
1212626,1527463,1,257,1
1527463,1556876,0,259,1
0,1031335,0,25,0
0,42384,1,1581,0
42384,295258,1,1617,1
295258,315646,1,1609,1
315646,374624,0,1659,1
374624,384818,1,1676,1
384818,448550,1,1708,1
448550,579148,0,1688,1
0,452502,0,17,0
0,656733,0,28,0
0,1642511,0,43,0
0,63096,0,43,0
0,129247,0,300,0
129247,342932,0,285,0
0,163197,0,24,0
0,1338416,0,71,0
