DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,Normal,Adult,Tank,FiftyThou,Current,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,UpperMiddle,Rural,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,True,True,FamilySedan,Mild,UpperMiddle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Senior,Tank,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Prole,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Many,SubStandard,Senior,EggShell,TwentyThou,Older,Thousand,,False,Poor,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,Suburb,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,,True,Excellent,Normal,False,True,FamilySedan,,UpperMiddle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,TwentyThou,Current,Thousand,Mild,False,Poor,Normal,False,False,FamilySedan,Mild,Middle,Suburb,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adolescent,EggShell,Domino,Older,Thousand,,False,Poor,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,Mild,True,Poor,Cautious,False,True,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,EggShell,FiveThou,Current,Thousand,,False,Normal,Normal,False,True,SportsCar,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,SportsCar,Moderate,Middle,Secure,HundredThou,TwentyThou,False,HundredThou,Thousand,False,False,Million,False,Poor
Zero,Expert,Adult,Football,FiveThou,Older,Thousand,,False,Excellent,Normal,False,True,FamilySedan,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adolescent,Tank,FiftyThou,Older,Thousand,,False,Excellent,Psychopath,False,True,FamilySedan,,Middle,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,HundredThou,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,SportsCar,,UpperMiddle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Mild,True,Poor,Normal,False,True,FamilySedan,Mild,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,Football,FiftyThou,Current,Thousand,,False,Excellent,Normal,False,False,FamilySedan,,UpperMiddle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
One,Normal,Adolescent,Football,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,Domino,Older,Thousand,,False,Normal,Adventurous,False,False,FamilySedan,,Middle,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,UpperMiddle,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
One,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,Severe,False,Poor,Normal,False,True,Economy,Severe,Middle,Suburb,HundredThou,TenThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,TwentyThou,Current,Thousand,Moderate,False,Poor,Adventurous,False,True,FamilySedan,Moderate,Middle,Suburb,TenThou,TenThou,False,TenThou,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,,False,Poor,Normal,False,True,Economy,,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Poor
One,Normal,Senior,EggShell,FiftyThou,Current,Thousand,,False,Normal,Adventurous,False,False,SportsCar,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,Domino,Current,TenThou,Moderate,True,Poor,Normal,False,True,Economy,Moderate,Middle,Secure,TenThou,TenThou,False,TenThou,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,Football,Domino,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,False,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
One,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,Rural,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,TenThou,TenThou,False,Thousand,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,Mild,False,Poor,Adventurous,False,True,Luxury,Mild,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Mild,False,Poor,Adventurous,True,False,Luxury,Mild,UpperMiddle,Secure,HundredThou,FiftyThou,True,Thousand,HundredThou,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Poor,Adventurous,False,True,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
One,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Normal,False,True,FamilySedan,Mild,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,,False,Poor,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,City,HundredThou,TenThou,False,TenThou,TenThou,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Current,Thousand,,False,Poor,Psychopath,False,True,FamilySedan,,Middle,City,TenThou,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,Domino,Current,Thousand,,False,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,SportsCar,,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,SportsCar,,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,FiveThou,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Expert,Senior,Football,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Senior,Football,Domino,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Psychopath,False,True,SportsCar,,Prole,City,Thousand,TwentyThou,True,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Prole,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Normal,Normal,False,False,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,SportsCar,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,EggShell,FiftyThou,Current,Thousand,Mild,False,Normal,Adventurous,False,True,Economy,Mild,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Many,SubStandard,Senior,Football,TwentyThou,Older,Thousand,Moderate,True,Poor,Normal,False,True,Luxury,Moderate,UpperMiddle,Secure,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,Football,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Adventurous,False,True,Luxury,,UpperMiddle,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,Domino,Older,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Many,SubStandard,Adolescent,Tank,TwentyThou,Current,Thousand,Mild,True,Poor,Normal,True,True,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TwentyThou,False,Thousand,TenThou,False,True,Thousand,False,Excellent
Zero,Expert,Adolescent,EggShell,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,True,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,True,Poor,Normal,False,True,SportsCar,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,False,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adolescent,EggShell,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,FamilySedan,Moderate,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,False,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,Domino,Current,Thousand,,True,Normal,Cautious,False,False,SportsCar,,Prole,City,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
One,SubStandard,Adolescent,Tank,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,Middle,Secure,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adolescent,Tank,FiftyThou,Older,Thousand,,False,Poor,Normal,True,True,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Mild,True,Poor,Cautious,False,True,Economy,Mild,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Senior,Tank,FiftyThou,Older,Million,Moderate,True,Poor,Cautious,False,False,FamilySedan,Severe,Middle,Secure,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,True,Good
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Good
Zero,Expert,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Severe,True,Poor,Normal,False,False,FamilySedan,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Good
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiveThou,Older,Thousand,,True,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adolescent,Football,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,Rural,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
One,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Severe,Prole,City,TenThou,FiveThou,False,Thousand,TenThou,False,False,Million,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,True,SuperLuxury,,Wealthy,Secure,Thousand,Million,True,Thousand,Thousand,False,True,Thousand,True,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Current,Thousand,Severe,False,Poor,Adventurous,False,True,SportsCar,Severe,UpperMiddle,Rural,Million,TwentyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,False,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Expert,Adult,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Expert,Adult,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,FiveThou,Current,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,Economy,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,FiveThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,Football,FiftyThou,Current,Thousand,,False,Poor,Adventurous,False,False,FamilySedan,Mild,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,Football,FiftyThou,Current,Thousand,Moderate,False,Poor,Adventurous,False,True,Luxury,Moderate,UpperMiddle,Suburb,HundredThou,FiftyThou,True,HundredThou,TenThou,False,True,Thousand,False,Good
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Severe,True,Poor,Normal,False,True,FamilySedan,Severe,UpperMiddle,Secure,Million,TwentyThou,False,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Moderate,True,Poor,Normal,True,True,FamilySedan,Moderate,Middle,Secure,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Good
